
mc1.c5cdmx.elipgodns.com,1
mc2.c5cdmx.elipgodns.com,0
mc3.c5cdmx.elipgodns.com,0
mc4.c5cdmx.elipgodns.com,0
mc5.c5cdmx.elipgodns.com,1
mc6.c5cdmx.elipgodns.com,1
mc7.c5cdmx.elipgodns.com,1
mc8.c5cdmx.elipgodns.com,0
mc9.c5cdmx.elipgodns.com,1
mc10.c5cdmx.elipgodns.com,0
mc11.c5cdmx.elipgodns.com,1
mc12.c5cdmx.elipgodns.com,1
mc13.c5cdmx.elipgodns.com,1
mc14.c5cdmx.elipgodns.com,1
mc15.c5cdmx.elipgodns.com,1
mc16.c5cdmx.elipgodns.com,1
mc17.c5cdmx.elipgodns.com,1
mc18.c5cdmx.elipgodns.com,1
mc19.c5cdmx.elipgodns.com,0
mc20.c5cdmx.elipgodns.com,0
mc21.c5cdmx.elipgodns.com,1
mc22.c5cdmx.elipgodns.com,1
mc23.c5cdmx.elipgodns.com,0
mc24.c5cdmx.elipgodns.com,1
mc25.c5cdmx.elipgodns.com,0
mc26.c5cdmx.elipgodns.com,0
mc27.c5cdmx.elipgodns.com,0
mc28.c5cdmx.elipgodns.com,1
mc29.c5cdmx.elipgodns.com,1
mc30.c5cdmx.elipgodns.com,0
mc31.c5cdmx.elipgodns.com,0
mc32.c5cdmx.elipgodns.com,0
mc33.c5cdmx.elipgodns.com,1
mc34.c5cdmx.elipgodns.com,1
mc35.c5cdmx.elipgodns.com,0
mc36.c5cdmx.elipgodns.com,1
mc37.c5cdmx.elipgodns.com,1
mc38.c5cdmx.elipgodns.com,0
mc39.c5cdmx.elipgodns.com,1
mc40.c5cdmx.elipgodns.com,0
mc41.c5cdmx.elipgodns.com,0
mc42.c5cdmx.elipgodns.com,0
mc43.c5cdmx.elipgodns.com,1
mc44.c5cdmx.elipgodns.com,0
mc45.c5cdmx.elipgodns.com,0
mc46.c5cdmx.elipgodns.com,1
mc47.c5cdmx.elipgodns.com,0
mc48.c5cdmx.elipgodns.com,0
mc49.c5cdmx.elipgodns.com,1
mc50.c5cdmx.elipgodns.com,1
mc51.c5cdmx.elipgodns.com,0
mc52.c5cdmx.elipgodns.com,0
mc53.c5cdmx.elipgodns.com,0
mc54.c5cdmx.elipgodns.com,0
mc55.c5cdmx.elipgodns.com,0
mc56.c5cdmx.elipgodns.com,0
mc57.c5cdmx.elipgodns.com,0
mc58.c5cdmx.elipgodns.com,0
mc59.c5cdmx.elipgodns.com,0
mc60.c5cdmx.elipgodns.com,0
mc61.c5cdmx.elipgodns.com,1
mc62.c5cdmx.elipgodns.com,1
mc63.c5cdmx.elipgodns.com,1
mc64.c5cdmx.elipgodns.com,0
mc65.c5cdmx.elipgodns.com,1
mc66.c5cdmx.elipgodns.com,1
mc67.c5cdmx.elipgodns.com,1
mc68.c5cdmx.elipgodns.com,1
mc69.c5cdmx.elipgodns.com,1
mc70.c5cdmx.elipgodns.com,0
mc71.c5cdmx.elipgodns.com,1
mc72.c5cdmx.elipgodns.com,1
mc73.c5cdmx.elipgodns.com,0
mc74.c5cdmx.elipgodns.com,0
mc75.c5cdmx.elipgodns.com,1
mc76.c5cdmx.elipgodns.com,1
mc77.c5cdmx.elipgodns.com,1
mc78.c5cdmx.elipgodns.com,0
mc79.c5cdmx.elipgodns.com,0
mc80.c5cdmx.elipgodns.com,1
mc81.c5cdmx.elipgodns.com,1
mc82.c5cdmx.elipgodns.com,1
mc83.c5cdmx.elipgodns.com,0
mc84.c5cdmx.elipgodns.com,1
mc85.c5cdmx.elipgodns.com,1
mc86.c5cdmx.elipgodns.com,1
mc87.c5cdmx.elipgodns.com,1
mc88.c5cdmx.elipgodns.com,-1
mc89.c5cdmx.elipgodns.com,1
mc90.c5cdmx.elipgodns.com,1
mc92.c5cdmx.elipgodns.com,1
mc93.c5cdmx.elipgodns.com,0
mc94.c5cdmx.elipgodns.com,0
mc96.c5cdmx.elipgodns.com,1
mc97.c5cdmx.elipgodns.com,0
mc98.c5cdmx.elipgodns.com,0
mc99.c5cdmx.elipgodns.com,0
mc100.c5cdmx.elipgodns.com,0
mc101.c5cdmx.elipgodns.com,0
mc102.c5cdmx.elipgodns.com,1
mc103.c5cdmx.elipgodns.com,1
mc104.c5cdmx.elipgodns.com,1
mc105.c5cdmx.elipgodns.com,1
mc106.c5cdmx.elipgodns.com,1
mc107.c5cdmx.elipgodns.com,1
mc108.c5cdmx.elipgodns.com,0
mc109.c5cdmx.elipgodns.com,1
mc110.c5cdmx.elipgodns.com,1
mc111.c5cdmx.elipgodns.com,1
mc112.c5cdmx.elipgodns.com,1
mc113.c5cdmx.elipgodns.com,1
mc114.c5cdmx.elipgodns.com,1
mc115.c5cdmx.elipgodns.com,1
mc116.c5cdmx.elipgodns.com,1
mc117.c5cdmx.elipgodns.com,0
mc118.c5cdmx.elipgodns.com,0
mc119.c5cdmx.elipgodns.com,0
mc120.c5cdmx.elipgodns.com,1
mc121.c5cdmx.elipgodns.com,1
mc122.c5cdmx.elipgodns.com,1
mc123.c5cdmx.elipgodns.com,0
mc124.c5cdmx.elipgodns.com,0
mc125.c5cdmx.elipgodns.com,1
mc126.c5cdmx.elipgodns.com,0
mc127.c5cdmx.elipgodns.com,0
mc128.c5cdmx.elipgodns.com,0
mc129.c5cdmx.elipgodns.com,0
mc130.c5cdmx.elipgodns.com,0
mc131.c5cdmx.elipgodns.com,0
mc132.c5cdmx.elipgodns.com,0
mc133.c5cdmx.elipgodns.com,1
mc134.c5cdmx.elipgodns.com,1
mc135.c5cdmx.elipgodns.com,0
mc136.c5cdmx.elipgodns.com,1
mc137.c5cdmx.elipgodns.com,0
mc138.c5cdmx.elipgodns.com,0
mc139.c5cdmx.elipgodns.com,0
mc140.c5cdmx.elipgodns.com,0
mc141.c5cdmx.elipgodns.com,0
mc142.c5cdmx.elipgodns.com,0
mc143.c5cdmx.elipgodns.com,1
mc144.c5cdmx.elipgodns.com,0
mc145.c5cdmx.elipgodns.com,1
mc146.c5cdmx.elipgodns.com,1
